planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,habitable_zone_status
HD 11964 Ab,Confirmed,1945.0,3.16,HD 11964 A,6.42,5248.0,33.98,2.669603414,Not in HZ
HD 11964 Ac,Confirmed,37.91,0.229,HD 11964 A,6.42,5248.0,33.98,2.669603414,Not in HZ
HD 122562 b,Confirmed,2907.5,4.313,HD 122562,7.69,4956.0,53.2528,2.035564627,Not in HZ
HD 122562 c,Confirmed,85.0,0.406,HD 122562,7.69,4956.0,53.2528,2.035564627,Conservative HZ
HD 125612 Ab,Confirmed,502.0,1.37,HD 125612 A,8.31,5897.0,52.82,1.131349512,Not in HZ
HD 125612 Ac,Confirmed,4.1547,0.05,HD 125612 A,8.31,5897.0,52.82,1.131349512,Not in HZ
HD 125612 Ad,Confirmed,3008.0,4.2,HD 125612 A,8.31,5897.0,52.82,1.131349512,Not in HZ
HD 12661 b,Confirmed,263.6,0.83,HD 12661,7.44,5742.0,37.16,1.247818473,Conservative HZ
HD 12661 c,Confirmed,1708.0,2.56,HD 12661,7.44,5742.0,37.16,1.247818473,Not in HZ
HD 127506 b,Confirmed,65.8,0.287,HD 127506,8.7,4595.32,22.5279,0.143694921,Optimistic HZ
HD 127506 c,Confirmed,2679.5,3.453,HD 127506,8.7,4595.32,22.5279,0.143694921,Not in HZ
HD 128311 b,Confirmed,448.6,1.099,HD 128311,7.51,4965.0,16.6,0.233461986,Not in HZ
HD 128311 c,Confirmed,919.0,1.76,HD 128311,7.51,4965.0,16.6,0.233461986,Not in HZ
HD 133131 Ab,Confirmed,649.0,1.44,HD 133131 A,8.4,5799.0,47.0,0.824509599,Not in HZ
HD 133131 Ac,Confirmed,3407.0,4.36,HD 133131 A,8.4,5799.0,47.0,0.824509599,Not in HZ
HD 134060 b,Confirmed,3.27,0.0444,HD 134060,6.29,5319.019429,24.2,1.526267765,Not in HZ
HD 134060 c,Confirmed,1160.9,2.2263,HD 134060,6.29,5319.019429,24.2,1.526267765,Not in HZ
HD 134606 Ab,Confirmed,12.083,0.1023,HD 134606 A,6.85,5624.92,26.5,1.092676865,Not in HZ
HD 134606 Ac,Confirmed,59.519,0.2962,HD 134606 A,6.85,5624.92,26.5,1.092676865,Not in HZ
HD 134606 Ad,Confirmed,967.9,1.94,HD 134606 A,6.85,5624.92,26.5,1.092676865,Not in HZ
HD 134606 Ae,Confirmed,4.3203,0.0527,HD 134606 A,6.85,5624.92,26.5,1.092676865,Not in HZ
HD 134606 Af,Confirmed,26.915,0.1784,HD 134606 A,6.85,5624.92,26.5,1.092676865,Not in HZ
HD 13507 b,Confirmed,3029.5,4.2,HD 13507,7.21,5713.8,26.169,0.764846448,Not in HZ
HD 13507 c,Confirmed,4416.5,5.4,HD 13507,7.21,5713.8,26.169,0.764846448,Not in HZ
HD 13724 b,Confirmed,44926.0,26.3,HD 13724,7.9,5868.0,43.47,1.117839059,Not in HZ
HD 13724 c,Confirmed,142.2,0.534,HD 13724,7.9,5868.0,43.47,1.117839059,Conservative HZ
HD 137496 b,Confirmed,1.62116,0.02732,HD 137496,10.81796395,5319.019429,479.7811606,9.266181505,Not in HZ
HD 137496 c,Confirmed,479.9,1.2163,HD 137496,10.81796395,5319.019429,479.7811606,9.266181505,Not in HZ
HD 13808 b,Confirmed,14.1774,0.1051,HD 13808,8.38,5319.019429,28.6,0.310979719,Not in HZ
HD 13808 c,Confirmed,53.804,0.2558,HD 13808,8.38,5319.019429,28.6,0.310979719,Not in HZ
HD 13908 b,Confirmed,19.382,0.154,HD 13908,7.51,6255.0,71.2,4.294968542,Not in HZ
HD 13908 c,Confirmed,931.0,2.03,HD 13908,7.51,6255.0,71.2,4.294968542,Not in HZ
HD 140901 b,Confirmed,9.02378,0.085,HD 140901 A,6.0,5587.0,15.2528,0.791952531,Not in HZ
HD 140901 c,Confirmed,7417.5,7.421,HD 140901 A,6.0,5587.0,15.2528,0.791952531,Not in HZ
HD 141399 b,Confirmed,94.44,0.415,HD 141399,7.2,5600.0,36.17,1.474677376,Conservative HZ
HD 141399 c,Confirmed,201.99,0.689,HD 141399,7.2,5600.0,36.17,1.474677376,Conservative HZ
HD 141399 d,Confirmed,1069.8,2.09,HD 141399,7.2,5600.0,36.17,1.474677376,Not in HZ
HD 141399 e,Confirmed,5000.0,5.0,HD 141399,7.2,5600.0,36.17,1.474677376,Not in HZ
HD 142 Ab,Confirmed,349.7,1.02,HD 142 A,5.76,6252.0,26.1853,2.911488693,Conservative HZ
HD 142 Ac,Confirmed,6005.0,6.8,HD 142 A,5.76,6252.0,26.1853,2.911488693,Not in HZ
HD 142 Ad,Confirmed,108.5,0.474,HD 142 A,5.76,6252.0,26.1853,2.911488693,Conservative HZ
HD 1461 b,Confirmed,5.7715,0.0634,HD 1461,6.64,5765.0,23.4,1.033788543,Not in HZ
HD 1461 c,Confirmed,13.506,0.1117,HD 1461,6.64,5765.0,23.4,1.033788543,Not in HZ
HD 147018 b,Confirmed,44.236,0.2388,HD 147018,8.3,5441.0,42.96,0.755315758,Not in HZ
HD 147018 c,Confirmed,1008.0,1.922,HD 147018,8.3,5441.0,42.96,0.755315758,Not in HZ
HD 147873 Ab,Confirmed,116.596,0.522,HD 147873 A,7.96,5972.0,104.93,6.163101863,Conservative HZ
HD 147873 Ac,Confirmed,491.54,1.36,HD 147873 A,7.96,5972.0,104.93,6.163101863,Not in HZ
HD 148164 b,Confirmed,5062.0,6.15,HD 148164,8.23,6032.0,72.0,2.262898074,Not in HZ
HD 148164 c,Confirmed,328.55,0.993,HD 148164,8.23,6032.0,72.0,2.262898074,Conservative HZ
HD 151450 Ab,Confirmed,21.9,0.16,HD 151450 A,7.41,6091.98,43.6002,1.765944144,Not in HZ
HD 151450 Ac,Confirmed,18144.8,14.131,HD 151450 A,7.41,6091.98,43.6002,1.765944144,Not in HZ
HD 152843 b,Confirmed,11.6264,0.1049,HD 152843,8.85,6310.0,107.898,2.870957671,Not in HZ
HD 152843 c,Confirmed,27.13,0.148,HD 152843,8.85,6310.0,107.898,2.870957671,Not in HZ
HD 153557 Ab,Confirmed,7.3,0.068,HD 153557 A,7.82,4837.0,17.9412,0.204975982,Not in HZ
HD 153557 Ac,Confirmed,15.3,0.111,HD 153557 A,7.82,4837.0,17.9412,0.204975982,Not in HZ
HD 153557 Ad,Confirmed,40654.6,21.449,HD 153557 A,7.82,4837.0,17.9412,0.204975982,Not in HZ
HD 154857 b,Confirmed,408.6,1.291,HD 154857,7.25,5445.0,64.2,4.436802083,Not in HZ
HD 154857 c,Confirmed,3452.0,5.36,HD 154857,7.25,5445.0,64.2,4.436802083,Not in HZ
HD 155358 b,Confirmed,194.3,0.64,HD 155358,7.27,5900.0,43.0,1.954055575,Conservative HZ
HD 155358 c,Confirmed,391.9,1.02,HD 155358,7.27,5900.0,43.0,1.954055575,Conservative HZ
HD 155918 Ab,Confirmed,1.9,0.03,HD 155918 A,7.04,5771.84,27.561,0.992178798,Not in HZ
HD 155918 Ac,Confirmed,17202.2,13.183,HD 155918 A,7.04,5771.84,27.561,0.992178798,Not in HZ
HD 156098 b,Confirmed,21.9,0.167,HD 156098,5.526,6419.19,48.249,12.2624326,Not in HZ
HD 156098 c,Confirmed,7841.6,8.415,HD 156098,5.526,6419.19,48.249,12.2624326,Not in HZ
HD 156279 b,Confirmed,131.05,0.495,HD 156279,8.08,5420.0,36.6,0.671370371,Conservative HZ
HD 156279 c,Confirmed,4818.3,5.486,HD 156279,8.08,5420.0,36.6,0.671370371,Not in HZ
HD 156668 b,Confirmed,4.646,0.05,HD 156668,8.42,4850.0,24.5,0.219954154,Not in HZ
HD 156668 c,Confirmed,809.8,1.558,HD 156668,8.42,4850.0,24.5,0.219954154,Not in HZ
HD 158259 b,Confirmed,2.178,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326,Not in HZ
HD 158259 c,Confirmed,3.432,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326,Not in HZ
HD 158259 d,Confirmed,5.1980814,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326,Not in HZ
HD 158259 e,Confirmed,7.951,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326,Not in HZ
HD 158259 f,Confirmed,12.028,23.20727704,HD 158259,6.46,5319.019429,27.08,1.634170326,Not in HZ
HD 15906 b,Confirmed,10.924709,0.09,HD 15906,9.8,4757.0,45.5621,0.213406413,Not in HZ
HD 15906 c,Confirmed,21.583298,0.141,HD 15906,9.8,4757.0,45.5621,0.213406413,Not in HZ
HD 159243 b,Confirmed,12.62,0.11,HD 159243,8.65,6123.0,69.2,1.419751019,Not in HZ
HD 159243 c,Confirmed,248.4,0.8,HD 159243,8.65,6123.0,69.2,1.419751019,Conservative HZ
HD 159868 b,Confirmed,1184.1,2.32,HD 159868,7.24,5534.0,52.7,3.01731902,Not in HZ
HD 159868 c,Confirmed,351.0,1.032,HD 159868,7.24,5534.0,52.7,3.01731902,Conservative HZ
HD 1605 b,Confirmed,577.9,1.48,HD 1605,7.52,4757.0,84.6,6.008149437,Not in HZ
HD 1605 c,Confirmed,2111.0,3.52,HD 1605,7.52,4757.0,84.6,6.008149437,Not in HZ
HD 163607 b,Confirmed,75.2203,0.362,HD 163607,8.0,5522.0,69.0,2.568610074,Conservative HZ
HD 163607 c,Confirmed,1272.0,2.39,HD 163607,8.0,5522.0,69.0,2.568610074,Not in HZ
HD 164922 b,Confirmed,1207.0,2.16,HD 164922,6.99,5293.0,22.13,0.669827275,Not in HZ
HD 164922 c,Confirmed,75.74,0.341,HD 164922,6.99,5293.0,22.13,0.669827275,Conservative HZ
HD 164922 d,Confirmed,12.458,0.12292,HD 164922,6.99,5293.0,22.13,0.669827275,Not in HZ
HD 164922 e,Confirmed,41.763,0.2292,HD 164922,6.99,5293.0,22.13,0.669827275,Not in HZ
HD 168443 b,Confirmed,58.11247,0.2931,HD 168443,6.92,5591.0,37.38,2.038349232,Not in HZ
HD 168443 c,Confirmed,1749.83,2.8373,HD 168443,6.92,5591.0,37.38,2.038349232,Not in HZ
HD 169830 b,Confirmed,225.62,0.81,HD 169830,5.9,6266.0,36.32,4.92370109,Conservative HZ
HD 169830 c,Confirmed,2102.0,3.6,HD 169830,5.9,6266.0,36.32,4.92370109,Not in HZ
HD 176986 b,Confirmed,6.4898,0.06296,HD 176986,8.45,4931.0,26.4,0.248432182,Not in HZ
HD 176986 c,Confirmed,16.8191,0.11878,HD 176986,8.45,4931.0,26.4,0.248432182,Not in HZ
HD 177830 Ab,Confirmed,406.6,1.2218,HD 177830 A,7.18,4948.0,59.0,3.996722756,Not in HZ
HD 177830 Ac,Confirmed,110.9,0.5137,HD 177830 A,7.18,4948.0,59.0,3.996722756,Conservative HZ
HD 181433 b,Confirmed,9.3745,0.0801,HD 181433,8.38,4962.0,26.15,0.259982063,Not in HZ
HD 181433 c,Confirmed,1014.5,1.819,HD 181433,8.38,4962.0,26.15,0.259982063,Not in HZ
HD 181433 d,Confirmed,7012.0,6.6,HD 181433,8.38,4962.0,26.15,0.259982063,Not in HZ
HD 18143 Ab,Confirmed,10.3,0.088,HD 18143 A,7.68,5078.0,22.5243,0.367538303,Not in HZ
HD 18143 Ac,Confirmed,28982.4,17.53,HD 18143 A,7.68,5078.0,22.5243,0.367538303,Not in HZ
HD 183263 b,Confirmed,626.5,1.51,HD 183263,7.86,5888.0,53.0,1.724057473,Not in HZ
HD 183263 c,Confirmed,2950.0,4.25,HD 183263,7.86,5888.0,53.0,1.724057473,Not in HZ
HD 184010 b,Confirmed,484.4,0.937,HD 184010,5.9,4971.0,61.37,14.05763447,Conservative HZ
HD 184010 c,Confirmed,483.3,1.332,HD 184010,5.9,4971.0,61.37,14.05763447,Not in HZ
HD 184010 d,Confirmed,837.7,1.922,HD 184010,5.9,4971.0,61.37,14.05763447,Not in HZ
HD 187123 b,Confirmed,3.0965828,0.0426,HD 187123,7.86,5714.0,50.0,1.534405013,Not in HZ
HD 187123 c,Confirmed,3810.0,4.89,HD 187123,7.86,5714.0,50.0,1.534405013,Not in HZ
HD 189567 b,Confirmed,14.288,0.111,HD 189567,6.07,5319.019429,17.7,0.999876895,Not in HZ
HD 189567 c,Confirmed,33.688,0.197,HD 189567,6.07,5319.019429,17.7,0.999876895,Not in HZ
HD 190622 b,Confirmed,15.507612,0.1236,HD 190622,8.9,6088.0,88.74,1.85455129,Not in HZ
HD 190622 c,Confirmed,315.7,0.921,HD 190622,8.9,6088.0,88.74,1.85455129,Conservative HZ
HD 191939 b,Confirmed,8.88029,0.078,HD 191939,9.0,5427.0,53.608,0.617247316,Not in HZ
HD 191939 c,Confirmed,28.5805,0.17,HD 191939,9.0,5427.0,53.608,0.617247316,Not in HZ
HD 191939 d,Confirmed,38.3525,0.207,HD 191939,9.0,5427.0,53.608,0.617247316,Not in HZ
HD 191939 e,Confirmed,101.5,0.397,HD 191939,9.0,5427.0,53.608,0.617247316,Conservative HZ
HD 191939 f,Confirmed,4450.0,4.8,HD 191939,9.0,5427.0,53.608,0.617247316,Not in HZ
HD 191939 g,Confirmed,284.0,0.812,HD 191939,9.0,5427.0,53.608,0.617247316,Conservative HZ
HD 20003 b,Confirmed,11.849,0.0974,HD 20003,8.37,5319.019429,43.8,0.736119328,Not in HZ
HD 20003 c,Confirmed,33.823,0.1961,HD 20003,8.37,5319.019429,43.8,0.736119328,Not in HZ
HD 200964 b,Confirmed,613.8,1.601,HD 200964,6.64,5164.0,68.4,8.833080806,Not in HZ
HD 200964 c,Confirmed,825.0,1.95,HD 200964,6.64,5164.0,68.4,8.833080806,Not in HZ
HD 202696 Ab,Confirmed,528.2,1.587,HD 202696,8.23,5040.0,188.5,15.51038968,Not in HZ
HD 202696 Ac,Confirmed,958.0,2.36,HD 202696,8.23,5040.0,188.5,15.51038968,Not in HZ
HD 204313 b,Confirmed,2024.1,3.167,HD 204313,7.99,5767.0,47.37,1.221818705,Not in HZ
HD 204313 c,Confirmed,34.905,0.2099,HD 204313,7.99,5767.0,47.37,1.221818705,Not in HZ
HD 204313 d,Confirmed,2831.6,3.93,HD 204313,7.99,5767.0,47.37,1.221818705,Not in HZ
HD 204313 e,Confirmed,7325.6,7.457,HD 204313,7.99,5767.0,47.37,1.221818705,Not in HZ
HD 205158 b,Confirmed,25.3,0.177,HD 205158,7.84,6133.55,86.6159,4.690241928,Not in HZ
HD 205158 c,Confirmed,16103.6,13.171,HD 205158,7.84,6133.55,86.6159,4.690241928,Not in HZ
HD 206893 b,Confirmed,9807.0,9.6,HD 206893,6.67,6486.0,38.34,2.699629822,Not in HZ
HD 206893 c,Confirmed,2082.0,3.53,HD 206893,6.67,6486.0,38.34,2.699629822,Not in HZ
HD 20781 b,Confirmed,5.3135,0.0529,HD 20781,8.44,5319.019429,35.4,0.450823477,Not in HZ
HD 20781 c,Confirmed,13.8905,0.1,HD 20781,8.44,5319.019429,35.4,0.450823477,Not in HZ
HD 20781 d,Confirmed,29.158,0.1647,HD 20781,8.44,5319.019429,35.4,0.450823477,Not in HZ
HD 20781 e,Confirmed,85.5073,0.3374,HD 20781,8.44,5319.019429,35.4,0.450823477,Conservative HZ
HD 207832 Ab,Confirmed,161.97,0.57,HD 207832 A,8.7986,5710.0,54.4,0.765169762,Conservative HZ
HD 207832 Ac,Confirmed,1155.7,2.112,HD 207832 A,8.7986,5710.0,54.4,0.765169762,Not in HZ
HD 208487 b,Confirmed,129.8,0.51,HD 208487,7.48,5929.0,45.0,1.76370127,Conservative HZ
HD 208487 c,Confirmed,908.0,1.8,HD 208487,7.48,5929.0,45.0,1.76370127,Not in HZ
HD 213519 Ab,Confirmed,11.1,0.099,HD 213519 A,10.81796395,5840.0,41.0,0.067667812,Not in HZ
HD 213519 Ac,Confirmed,32425.2,20.316,HD 213519 A,10.81796395,5840.0,41.0,0.067667812,Not in HZ
HD 213885 Ab,Confirmed,1.008035,0.02012,HD 213885 A,8.0,5978.0,57.97,1.813036723,Not in HZ
HD 213885 Ac,Confirmed,4.78503,0.056798,HD 213885 A,8.0,5978.0,57.97,1.813036723,Not in HZ
HD 215152 b,Confirmed,5.75942,0.057635,HD 215152,6.45,4935.0,21.5,1.039625492,Not in HZ
HD 215152 c,Confirmed,7.28345,0.067399,HD 215152,6.45,4935.0,21.5,1.039625492,Not in HZ
HD 215152 d,Confirmed,10.8642,0.08799,HD 215152,6.45,4935.0,21.5,1.039625492,Not in HZ
HD 215152 e,Confirmed,25.1968,0.15417,HD 215152,6.45,4935.0,21.5,1.039625492,Not in HZ
HD 215456 Ab,Confirmed,191.99,0.652,HD 215456 A,6.63,5794.01,39.6064,2.989033197,Conservative HZ
HD 215456 Ac,Confirmed,2277.0,3.394,HD 215456 A,6.63,5794.01,39.6064,2.989033197,Not in HZ
HD 215497 b,Confirmed,3.93404,0.047,HD 215497,8.97,5113.0,44.0,0.427469716,Not in HZ
HD 215497 c,Confirmed,567.94,1.282,HD 215497,8.97,5113.0,44.0,0.427469716,Not in HZ
HD 216520 b,Confirmed,35.45,0.198,HD 216520,10.81796395,5103.0,19.56,0.015401114,Not in HZ
HD 216520 c,Confirmed,154.43,0.528,HD 216520,10.81796395,5103.0,19.56,0.015401114,Conservative HZ
HD 21693 b,Confirmed,22.656,0.1484,HD 21693,7.94,5319.019429,32.4,0.598535646,Not in HZ
HD 21693 c,Confirmed,53.881,0.2644,HD 21693,7.94,5319.019429,32.4,0.598535646,Not in HZ
HD 217107 b,Confirmed,7.126853,0.0746,HD 217107,6.16,5666.0,19.72,1.142388496,Not in HZ
HD 217107 c,Confirmed,5059.3,5.94,HD 217107,6.16,5666.0,19.72,1.142388496,Not in HZ
HD 217786 Ab,Confirmed,1301.4,2.446,HD 217786 A,7.8,5966.0,54.8,1.947875149,Not in HZ
HD 217786 Ac,Confirmed,2.5,0.038,HD 217786 A,7.8,5966.0,54.8,1.947875149,Not in HZ
HD 219134 b,Confirmed,3.093292,0.037,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219134 c,Confirmed,6.765159,0.062,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219134 d,Confirmed,46.71,0.225,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219134 e,Confirmed,1842.0,2.56,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219134 f,Confirmed,22.805,0.139,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219134 g,Confirmed,94.2,0.3753,HD 219134,5.57,4699.0,6.55,0.217011426,Conservative HZ
HD 219134 h,Confirmed,2198.0,3.064,HD 219134,5.57,4699.0,6.55,0.217011426,Not in HZ
HD 219828 b,Confirmed,3.834887,0.045,HD 219828,8.04,5891.0,81.1,3.420122868,Not in HZ
HD 219828 c,Confirmed,4791.0,5.96,HD 219828,8.04,5891.0,81.1,3.420122868,Not in HZ
HD 22946 b,Confirmed,4.040295,0.05727,HD 22946,8.3,6210.0,62.87,1.617658785,Not in HZ
HD 22946 c,Confirmed,9.573083,0.1017,HD 22946,8.3,6210.0,62.87,1.617658785,Not in HZ
HD 22946 d,Confirmed,47.42489,0.2958,HD 22946,8.3,6210.0,62.87,1.617658785,Not in HZ
HD 23472 Ab,Confirmed,17.667087,0.1162,HD 23472 A,9.7,5319.019429,39.1,0.172327074,Not in HZ
HD 23472 Ac,Confirmed,29.79749,0.1646,HD 23472 A,9.7,5319.019429,39.1,0.172327074,Not in HZ
HD 23472 Ad,Confirmed,3.97664,0.04298,HD 23472 A,9.7,5319.019429,39.1,0.172327074,Not in HZ
HD 23472 Ae,Confirmed,7.90754,0.068,HD 23472 A,9.7,5319.019429,39.1,0.172327074,Not in HZ
HD 23472 Af,Confirmed,12.1621839,23.20727704,HD 23472 A,9.7,5319.019429,39.1,0.172327074,Not in HZ
HD 24040 b,Confirmed,3668.0,4.92,HD 24040,7.52,5853.0,46.51,1.815903138,Not in HZ
HD 24040 c,Confirmed,515.4,1.3,HD 24040,7.52,5853.0,46.51,1.815903138,Not in HZ
HD 25723 b,Confirmed,456.78,1.49,HD 25723,5.6,4766.0,117.9,68.39551282,Not in HZ
HD 25723 c,Confirmed,2369.84,4.35,HD 25723,5.6,4766.0,117.9,68.39551282,Not in HZ
HD 25912 b,Confirmed,41.8,0.242,HD 25912,8.19,5920.58,49.1661,1.094791761,Not in HZ
HD 25912 c,Confirmed,26308.7,17.848,HD 25912,8.19,5920.58,49.1661,1.094791761,Not in HZ
HD 260655 b,Confirmed,2.76953,0.02933,HD 260655,9.8,3803.0,9.9976,0.010275229,Not in HZ
HD 260655 c,Confirmed,5.70588,0.04749,HD 260655,9.8,3803.0,9.9976,0.010275229,Not in HZ
HD 27894 b,Confirmed,18.02,0.125,HD 27894,9.36,4875.0,42.37,0.276768671,Not in HZ
HD 27894 c,Confirmed,36.07,0.198,HD 27894,9.36,4875.0,42.37,0.276768671,Not in HZ
HD 27894 d,Confirmed,5019.5,5.362,HD 27894,9.36,4875.0,42.37,0.276768671,Not in HZ
HD 28109 b,Confirmed,22.89104,0.1357,HD 28109,9.4,6120.0,140.087,2.916054723,Not in HZ
HD 28109 c,Confirmed,56.00819,0.308,HD 28109,9.4,6120.0,140.087,2.916054723,Not in HZ
HD 28109 d,Confirmed,84.26,0.411,HD 28109,9.4,6120.0,140.087,2.916054723,Conservative HZ
HD 28185 b,Confirmed,385.92,1.034,HD 28185,7.81,5615.0,39.38,0.996670086,Conservative HZ
HD 28185 c,Confirmed,9090.0,8.5,HD 28185,7.81,5615.0,39.38,0.996670086,Not in HZ
HD 30177 Ab,Confirmed,2514.5,3.604,HD 30177 A,8.41,5580.0,54.7,1.106559198,Not in HZ
HD 30177 Ac,Confirmed,12085.5,10.258,HD 30177 A,8.41,5580.0,54.7,1.106559198,Not in HZ
HD 31527 b,Confirmed,16.557,0.1253,HD 31527,7.48,5319.019429,38.6,1.29770091,Not in HZ
HD 31527 c,Confirmed,51.2,0.2665,HD 31527,7.48,5319.019429,38.6,1.29770091,Not in HZ
HD 31527 d,Confirmed,274.2,0.8181,HD 31527,7.48,5319.019429,38.6,1.29770091,Conservative HZ
HD 3167 b,Confirmed,0.959624,0.0186,HD 3167,8.94,5528.0,47.36,0.509123786,Not in HZ
HD 3167 c,Confirmed,29.83832,0.1841,HD 3167,8.94,5528.0,47.36,0.509123786,Not in HZ
HD 3167 d,Confirmed,8.4112,0.0763,HD 3167,8.94,5528.0,47.36,0.509123786,Not in HZ
HD 3167 e,Confirmed,96.63,0.3885,HD 3167,8.94,5528.0,47.36,0.509123786,Conservative HZ
HD 33142 b,Confirmed,329.7,1.075,HD 33142,7.96,4978.0,126.0,8.886711681,Not in HZ
HD 33142 c,Confirmed,811.5,1.96,HD 33142,7.96,4978.0,126.0,8.886711681,Not in HZ
HD 33142 d,Confirmed,89.9,0.452,HD 33142,7.96,4978.0,126.0,8.886711681,Conservative HZ
HD 33844 b,Confirmed,551.4,1.6,HD 33844,10.81796395,4827.0,100.9,0.409823402,Not in HZ
HD 33844 c,Confirmed,916.0,2.24,HD 33844,10.81796395,4827.0,100.9,0.409823402,Not in HZ
HD 34445 b,Confirmed,1056.7,2.075,HD 34445,7.31,5836.0,46.5,2.202449229,Not in HZ
HD 34445 c,Confirmed,214.67,0.7181,HD 34445,7.31,5836.0,46.5,2.202449229,Conservative HZ
HD 34445 d,Confirmed,117.87,0.4817,HD 34445,7.31,5836.0,46.5,2.202449229,Conservative HZ
HD 34445 e,Confirmed,49.175,0.2687,HD 34445,7.31,5836.0,46.5,2.202449229,Not in HZ
HD 34445 f,Confirmed,676.8,1.543,HD 34445,7.31,5836.0,46.5,2.202449229,Not in HZ
HD 34445 g,Confirmed,5700.0,6.36,HD 34445,7.31,5836.0,46.5,2.202449229,Not in HZ
HD 37124 b,Confirmed,154.378,0.53364,HD 37124,7.68,5610.0,33.0,0.788910761,Conservative HZ
HD 37124 c,Confirmed,885.5,1.71,HD 37124,7.68,5610.0,33.0,0.788910761,Not in HZ
HD 37124 d,Confirmed,1862.0,2.807,HD 37124,7.68,5610.0,33.0,0.788910761,Not in HZ
HD 37605 b,Confirmed,55.01307,0.2837,HD 37605,8.66,5448.0,44.0,0.568728973,Not in HZ
HD 37605 c,Confirmed,2720.0,3.814,HD 37605,8.66,5448.0,44.0,0.568728973,Not in HZ
HD 38529 Ab,Confirmed,14.3104,0.131,HD 38529 A,5.94,5697.0,39.28,5.550638686,Not in HZ
HD 38529 Ac,Confirmed,2134.76,3.695,HD 38529 A,5.94,5697.0,39.28,5.550638686,Not in HZ
HD 38677 b,Confirmed,18.57,0.1462,HD 38677,8.0,6196.0,62.0,2.073878833,Not in HZ
HD 38677 c,Confirmed,6.584,0.0733,HD 38677,8.0,6196.0,62.0,2.073878833,Not in HZ
HD 38677 d,Confirmed,2.882,0.0422,HD 38677,8.0,6196.0,62.0,2.073878833,Not in HZ
HD 38677 e,Confirmed,5.516,0.0651,HD 38677,8.0,6196.0,62.0,2.073878833,Not in HZ
HD 39194 b,Confirmed,5.6368,0.056,HD 39194,8.08,5205.0,26.4131,0.349654202,Not in HZ
HD 39194 c,Confirmed,14.03,0.103,HD 39194,8.08,5205.0,26.4131,0.349654202,Not in HZ
HD 39194 d,Confirmed,33.91,0.185,HD 39194,8.08,5205.0,26.4131,0.349654202,Not in HZ
HD 40307 b,Confirmed,4.3114,0.0475,HD 40307,7.17,4977.0,12.8,0.189854082,Not in HZ
HD 40307 c,Confirmed,9.621,0.0812,HD 40307,7.17,4977.0,12.8,0.189854082,Not in HZ
HD 40307 d,Confirmed,20.412,0.134,HD 40307,7.17,4977.0,12.8,0.189854082,Not in HZ
HD 40307 e,Confirmed,34.62,0.1886,HD 40307,7.17,4977.0,12.8,0.189854082,Not in HZ
HD 40307 f,Confirmed,51.68,0.2485,HD 40307,7.17,4977.0,12.8,0.189854082,Not in HZ
HD 40307 g,Confirmed,197.8,0.6,HD 40307,7.17,4977.0,12.8,0.189854082,Conservative HZ
HD 4113 Ab,Confirmed,526.62,1.28,HD 4113 A,7.88,5655.45,41.8727,1.056481584,Not in HZ
HD 4113 Ac,Confirmed,127225.5,50.438,HD 4113 A,7.88,5655.45,41.8727,1.056481584,Not in HZ
HD 4203 b,Confirmed,437.05,1.164,HD 4203,8.68,5701.0,77.5,1.732221422,Not in HZ
HD 4203 c,Confirmed,6700.0,23.20727704,HD 4203,8.68,5701.0,77.5,1.732221422,Not in HZ
HD 43197 b,Confirmed,327.8,0.92,HD 43197,8.95,5508.0,54.9,0.677867307,Conservative HZ
HD 43197 c,Confirmed,9296.0,8.54,HD 43197,8.95,5508.0,54.9,0.677867307,Not in HZ
HD 45184 b,Confirmed,5.8872,0.0638,HD 45184,6.37,5319.019429,21.9,1.161149741,Not in HZ
HD 45184 c,Confirmed,13.1354,0.11,HD 45184,6.37,5319.019429,21.9,1.161149741,Not in HZ
HD 45364 b,Confirmed,226.93,0.6813,HD 45364,8.08,5434.0,32.6,0.532641744,Conservative HZ
HD 45364 c,Confirmed,342.85,0.8972,HD 45364,8.08,5434.0,32.6,0.532641744,Conservative HZ
HD 46588 b,Confirmed,223.0,23.20727704,HD 46588,5.4,6200.0,21.3,2.683855978,Not in HZ
HD 46588 c,Confirmed,1585.448733,1420.0,HD 46588,5.4,6200.0,21.3,2.683855978,Not in HZ
HD 47186 b,Confirmed,4.0845,0.05,HD 47186,7.8,5675.0,37.84,0.928757332,Not in HZ
HD 47186 c,Confirmed,1353.6,2.395,HD 47186,7.8,5675.0,37.84,0.928757332,Not in HZ
HD 4732 Ab,Confirmed,360.2,1.19,HD 4732 A,5.9,4959.0,56.5,11.91507816,Not in HZ
HD 4732 Ac,Confirmed,2732.0,4.6,HD 4732 A,5.9,4959.0,56.5,11.91507816,Not in HZ
